query_id	accession	family	region	batch	record	query_length	family_supported_bp_core_region	core_region_family_coverage	family_supported_weighted_pident	top_contributing_reference	top_reference_supported_bp	top_reference_query_fraction	top_reference_weighted_pident	n_references_hit	n_hsps_total
NZ_CP155727.1|PICI|R1|core|batch=005|record=NZ_CP155727.1_Escherichia_coli_strain_41EC2_chromosome__complete_genome|start=4377023|end=4380217|strand=mixed	NZ_CP155727.1	PICI	R1	005	NZ_CP155727.1_Escherichia_coli_strain_41EC2_chromosome__complete_genome	3195	3195	1.0	99.476	CP057584.1_1088918_1103260	3195	1.0	98.967	2	2
NZ_CP157415.1|PICI|R1|core|batch=005|record=NZ_CP157415.1_Escherichia_coli_strain_EC22_chromosome__complete_genome|start=1034544|end=1037738|strand=mixed	NZ_CP157415.1	PICI	R1	005	NZ_CP157415.1_Escherichia_coli_strain_EC22_chromosome__complete_genome	3195	3195	1.0	99.349	CP057584.1_1088918_1103260	3195	1.0	98.842	2	2
NZ_CP158429.1|PICI|R1|core|batch=005|record=NZ_CP158429.1_Escherichia_coli_strain_CDF6_chromosome__complete_genome|start=1059837|end=1063031|strand=mixed	NZ_CP158429.1	PICI	R1	005	NZ_CP158429.1_Escherichia_coli_strain_CDF6_chromosome__complete_genome	3195	3195	1.0	99.349	CP057584.1_1088918_1103260	3195	1.0	99.656	2	2
NZ_CP158429.1|PICI|R2|core|batch=005|record=NZ_CP158429.1_Escherichia_coli_strain_CDF6_chromosome__complete_genome|start=3833914|end=3842991|strand=-1	NZ_CP158429.1	PICI	R2	005	NZ_CP158429.1_Escherichia_coli_strain_CDF6_chromosome__complete_genome	9078	5370	0.5915	78.12	CP012554.1_2684917_2697361	4072	0.4486	76.809	10	20
NZ_CP158441.1|PICI|R1|core|batch=005|record=NZ_CP158441.1_Escherichia_coli_strain_S115_chromosome__complete_genome|start=1151286|end=1154480|strand=mixed	NZ_CP158441.1	PICI	R1	005	NZ_CP158441.1_Escherichia_coli_strain_S115_chromosome__complete_genome	3195	3195	1.0	99.285	CP057584.1_1088918_1103260	3195	1.0	99.092	2	2
NZ_CP161802.1|PICI|R1|core|batch=005|record=NZ_CP161802.1_Escherichia_coli_strain_MG-phbCAB-3-6_chromosome__complete_genome|start=988759|end=991953|strand=mixed	NZ_CP161802.1	PICI	R1	005	NZ_CP161802.1_Escherichia_coli_strain_MG-phbCAB-3-6_chromosome__complete_genome	3195	3195	1.0	99.476	CP057584.1_1088918_1103260	3195	1.0	98.967	2	2
NZ_CP162163.1|PICI|R1|core|batch=005|record=NZ_CP162163.1_Escherichia_coli_strain_STS63-1-E_chromosome__complete_genome|start=1393615|end=1402193|strand=mixed	NZ_CP162163.1	PICI	R1	005	NZ_CP162163.1_Escherichia_coli_strain_STS63-1-E_chromosome__complete_genome	8579	8579	1.0	87.857	NC_017628.1_920272_930825	5876	0.6849	89.279	10	40
NZ_CP162163.1|PICI|R2|core|batch=005|record=NZ_CP162163.1_Escherichia_coli_strain_STS63-1-E_chromosome__complete_genome|start=4137730|end=4140924|strand=mixed	NZ_CP162163.1	PICI	R2	005	NZ_CP162163.1_Escherichia_coli_strain_STS63-1-E_chromosome__complete_genome	3195	3195	1.0	99.285	CP057584.1_1088918_1103260	3195	1.0	99.499	2	2
NZ_CP163516.1|PICI|R1|core|batch=005|record=NZ_CP163516.1_Escherichia_coli_isolate_FELIX_MS516_chromosome__complete_genome|start=4149840|end=4153034|strand=mixed	NZ_CP163516.1	PICI	R1	005	NZ_CP163516.1_Escherichia_coli_isolate_FELIX_MS516_chromosome__complete_genome	3195	3195	1.0	99.476	CP057584.1_1088918_1103260	3195	1.0	98.967	2	2
NZ_CP168035.1|PICI|R1|core|batch=005|record=NZ_CP168035.1_Escherichia_coli_strain_EC23HZZ201_chromosome__complete_genome|start=2052195|end=2055390|strand=mixed	NZ_CP168035.1	PICI	R1	005	NZ_CP168035.1_Escherichia_coli_strain_EC23HZZ201_chromosome__complete_genome	3196	3196	1.0	99.381	CP057584.1_1088918_1103260	3196	1.0	98.874	2	2
NZ_CP168981.1|PICI|R1|core|batch=005|record=NZ_CP168981.1_Escherichia_coli_strain_UTAK-12_chromosome__complete_genome|start=1694426|end=1709366|strand=mixed	NZ_CP168981.1	PICI	R1	005	NZ_CP168981.1_Escherichia_coli_strain_UTAK-12_chromosome__complete_genome	14941	192	0.0129	89.931	AE014075.1_1377749_1389210	192	0.0129	88.163	10	16
NZ_CP168981.1|PICI|R4|core|batch=005|record=NZ_CP168981.1_Escherichia_coli_strain_UTAK-12_chromosome__complete_genome|start=4534901|end=4538095|strand=mixed	NZ_CP168981.1	PICI	R4	005	NZ_CP168981.1_Escherichia_coli_strain_UTAK-12_chromosome__complete_genome	3195	3195	1.0	99.285	CP057584.1_1088918_1103260	3195	1.0	99.531	2	2
NZ_CP168981.1|PICI|R5|core|batch=005|record=NZ_CP168981.1_Escherichia_coli_strain_UTAK-12_chromosome__complete_genome|start=2990448|end=2995863|strand=mixed	NZ_CP168981.1	PICI	R5	005	NZ_CP168981.1_Escherichia_coli_strain_UTAK-12_chromosome__complete_genome	5416	5416	1.0	87.396	CP018948.1_1961620_1972242	4297	0.7934	87.043	10	26
NZ_CP168981.1|PICI|R6|core|batch=005|record=NZ_CP168981.1_Escherichia_coli_strain_UTAK-12_chromosome__complete_genome|start=3783651|end=3790755|strand=mixed	NZ_CP168981.1	PICI	R6	005	NZ_CP168981.1_Escherichia_coli_strain_UTAK-12_chromosome__complete_genome	7105	7105	1.0	93.887	AP010953.1_3041660_3050231	7105	1.0	100.0	10	34
NZ_CP168991.1|PICI|R1|core|batch=005|record=NZ_CP168991.1_Escherichia_coli_strain_UTAK-8_chromosome__complete_genome|start=75966|end=85756|strand=-1	NZ_CP168991.1	PICI	R1	005	NZ_CP168991.1_Escherichia_coli_strain_UTAK-8_chromosome__complete_genome	9791	5727	0.5849	75.526	CP012554.1_2684917_2697361	5635	0.5755	77.173	10	15
NZ_CP168991.1|PICI|R2|core|batch=005|record=NZ_CP168991.1_Escherichia_coli_strain_UTAK-8_chromosome__complete_genome|start=1161425|end=1164619|strand=mixed	NZ_CP168991.1	PICI	R2	005	NZ_CP168991.1_Escherichia_coli_strain_UTAK-8_chromosome__complete_genome	3195	3195	1.0	99.253	CP057584.1_1088918_1103260	3195	1.0	99.499	2	2
NZ_CP168991.1|PICI|R4|core|batch=005|record=NZ_CP168991.1_Escherichia_coli_strain_UTAK-8_chromosome__complete_genome|start=1784339|end=1792188|strand=mixed	NZ_CP168991.1	PICI	R4	005	NZ_CP168991.1_Escherichia_coli_strain_UTAK-8_chromosome__complete_genome	7850	7850	1.0	91.25	AP010960.1_2855234_2864550	7850	1.0	99.701	10	37
NZ_CP169003.1|PICI|R1|core|batch=005|record=NZ_CP169003.1_Escherichia_coli_strain_UTAK-23_chromosome__complete_genome|start=1695980|end=1710920|strand=mixed	NZ_CP169003.1	PICI	R1	005	NZ_CP169003.1_Escherichia_coli_strain_UTAK-23_chromosome__complete_genome	14941	192	0.0129	89.931	AE014075.1_1377749_1389210	192	0.0129	88.163	10	16
NZ_CP169003.1|PICI|R4|core|batch=005|record=NZ_CP169003.1_Escherichia_coli_strain_UTAK-23_chromosome__complete_genome|start=4444831|end=4448025|strand=mixed	NZ_CP169003.1	PICI	R4	005	NZ_CP169003.1_Escherichia_coli_strain_UTAK-23_chromosome__complete_genome	3195	3195	1.0	99.285	CP057584.1_1088918_1103260	3195	1.0	99.531	2	2
NZ_CP169003.1|PICI|R5|core|batch=005|record=NZ_CP169003.1_Escherichia_coli_strain_UTAK-23_chromosome__complete_genome|start=2939748|end=2945163|strand=mixed	NZ_CP169003.1	PICI	R5	005	NZ_CP169003.1_Escherichia_coli_strain_UTAK-23_chromosome__complete_genome	5416	5416	1.0	87.396	CP018948.1_1961620_1972242	4297	0.7934	87.043	10	26
NZ_CP169003.1|PICI|R6|core|batch=005|record=NZ_CP169003.1_Escherichia_coli_strain_UTAK-23_chromosome__complete_genome|start=3697498|end=3704602|strand=mixed	NZ_CP169003.1	PICI	R6	005	NZ_CP169003.1_Escherichia_coli_strain_UTAK-23_chromosome__complete_genome	7105	7105	1.0	93.887	AP010953.1_3041660_3050231	7105	1.0	100.0	10	34
NZ_CP169008.1|PICI|R1|core|batch=005|record=NZ_CP169008.1_Escherichia_coli_strain_UTAK-13_chromosome__complete_genome|start=3560818|end=3574563|strand=mixed	NZ_CP169008.1	PICI	R1	005	NZ_CP169008.1_Escherichia_coli_strain_UTAK-13_chromosome__complete_genome	13746	8345	0.6071	87.696	CP018948.1_1961620_1972242	4915	0.3576	89.701	10	51
NZ_CP169008.1|PICI|R2|core|batch=005|record=NZ_CP169008.1_Escherichia_coli_strain_UTAK-13_chromosome__complete_genome|start=1075956|end=1079150|strand=mixed	NZ_CP169008.1	PICI	R2	005	NZ_CP169008.1_Escherichia_coli_strain_UTAK-13_chromosome__complete_genome	3195	3195	1.0	99.253	CP057584.1_1088918_1103260	3195	1.0	99.499	2	2
NZ_CP169008.1|PICI|R3|core|batch=005|record=NZ_CP169008.1_Escherichia_coli_strain_UTAK-13_chromosome__complete_genome|start=1739926|end=1747775|strand=mixed	NZ_CP169008.1	PICI	R3	005	NZ_CP169008.1_Escherichia_coli_strain_UTAK-13_chromosome__complete_genome	7850	7850	1.0	91.25	AP010960.1_2855234_2864550	7850	1.0	99.701	10	37
NZ_CP169632.1|PICI|R1|core|batch=005|record=NZ_CP169632.1_Escherichia_coli_strain_L-formLTE_chromosome__complete_genome|start=2870428|end=2873622|strand=mixed	NZ_CP169632.1	PICI	R1	005	NZ_CP169632.1_Escherichia_coli_strain_L-formLTE_chromosome__complete_genome	3195	3195	1.0	99.476	CP057584.1_1088918_1103260	3195	1.0	98.967	2	2
NZ_CP169633.1|PICI|R1|core|batch=005|record=NZ_CP169633.1_Escherichia_coli_strain_L-form0_chromosome__complete_genome|start=2891152|end=2894346|strand=mixed	NZ_CP169633.1	PICI	R1	005	NZ_CP169633.1_Escherichia_coli_strain_L-form0_chromosome__complete_genome	3195	3195	1.0	99.476	CP057584.1_1088918_1103260	3195	1.0	98.967	2	2
NZ_CP170328.1|PICI|R1|core|batch=005|record=NZ_CP170328.1_Escherichia_coli_strain_BKQ37E_chromosome__complete_genome|start=4462045|end=4465239|strand=mixed	NZ_CP170328.1	PICI	R1	005	NZ_CP170328.1_Escherichia_coli_strain_BKQ37E_chromosome__complete_genome	3195	3195	1.0	99.38	CP057584.1_1088918_1103260	3195	1.0	98.873	2	2
NZ_CP170509.1|PICI|R1|core|batch=005|record=NZ_CP170509.1_Escherichia_coli_strain_30088_chromosome__complete_genome|start=975790|end=978984|strand=mixed	NZ_CP170509.1	PICI	R1	005	NZ_CP170509.1_Escherichia_coli_strain_30088_chromosome__complete_genome	3195	3195	1.0	99.476	CP057584.1_1088918_1103260	3195	1.0	98.967	2	2
NZ_CP171883.1|PICI|R1|core|batch=005|record=NZ_CP171883.1_Escherichia_coli_strain_STECUZB006_chromosome__complete_genome|start=986415|end=989609|strand=mixed	NZ_CP171883.1	PICI	R1	005	NZ_CP171883.1_Escherichia_coli_strain_STECUZB006_chromosome__complete_genome	3195	3195	1.0	99.476	CP057584.1_1088918_1103260	3195	1.0	98.967	2	2
NZ_CP172108.1|PICI|R1|core|batch=005|record=NZ_CP172108.1_Escherichia_coli_strain_QL57EC_chromosome__complete_genome|start=1010799|end=1013994|strand=mixed	NZ_CP172108.1	PICI	R1	005	NZ_CP172108.1_Escherichia_coli_strain_QL57EC_chromosome__complete_genome	3196	3196	1.0	99.349	CP057584.1_1088918_1103260	3196	1.0	98.842	2	2
NZ_CP189657.1|PICI|R2|core|batch=005|record=NZ_CP189657.1_Escherichia_coli_strain_602687_chromosome__complete_genome|start=3728914|end=3733031|strand=mixed	NZ_CP189657.1	PICI	R2	005	NZ_CP189657.1_Escherichia_coli_strain_602687_chromosome__complete_genome	4118	2187	0.5311	97.944	CP057584.1_1088918_1103260	2187	0.5311	97.716	2	4
NZ_CP189662.1|PICI|R1|core|batch=005|record=NZ_CP189662.1_Escherichia_coli_strain_102651_chromosome__complete_genome|start=1649797|end=1653811|strand=mixed	NZ_CP189662.1	PICI	R1	005	NZ_CP189662.1_Escherichia_coli_strain_102651_chromosome__complete_genome	4015	3203	0.7978	99.414	CP057584.1_1088918_1103260	3203	0.7978	98.907	2	4
NZ_CP196412.1|PICI|R1|core|batch=005|record=NZ_CP196412.1_Escherichia_coli_strain_W12-1_chromosome__complete_genome|start=1614152|end=1624620|strand=mixed	NZ_CP196412.1	PICI	R1	005	NZ_CP196412.1_Escherichia_coli_strain_W12-1_chromosome__complete_genome	10469	9948	0.9502	85.041	CP018948.1_1961620_1972242	5223	0.4989	91.454	10	63
NZ_CP196412.1|PICI|R2|core|batch=005|record=NZ_CP196412.1_Escherichia_coli_strain_W12-1_chromosome__complete_genome|start=1019409|end=1023526|strand=mixed	NZ_CP196412.1	PICI	R2	005	NZ_CP196412.1_Escherichia_coli_strain_W12-1_chromosome__complete_genome	4118	2187	0.5311	97.898	CP057584.1_1088918_1103260	2187	0.5311	97.67	2	4
NZ_CP200247.1|PICI|R1|core|batch=005|record=NZ_CP200247.1_Escherichia_coli_strain_Yu5_chromosome__complete_genome|start=2018883|end=2024668|strand=mixed	NZ_CP200247.1	PICI	R1	005	NZ_CP200247.1_Escherichia_coli_strain_Yu5_chromosome__complete_genome	5786	2309	0.3991	96.8	CP057584.1_1088918_1103260	2309	0.3991	96.715	2	4
NZ_CP200257.1|PICI|R1|core|batch=005|record=NZ_CP200257.1_Escherichia_coli_strain_M2_chromosome__complete_genome|start=4159195|end=4162389|strand=mixed	NZ_CP200257.1	PICI	R1	005	NZ_CP200257.1_Escherichia_coli_strain_M2_chromosome__complete_genome	3195	3195	1.0	99.444	CP057584.1_1088918_1103260	3195	1.0	98.936	2	2
NZ_JBVVYP010000013.1|PICI|R1|core|batch=006|record=NZ_JBVVYP010000013.1_Escherichia_coli_strain_PK-F-10081_PK-F-10081_chromosome__whole_genome_shotgun_sequence|start=450511|end=460796|strand=mixed	NZ_JBVVYP010000013.1	PICI	R1	006	NZ_JBVVYP010000013.1_Escherichia_coli_strain_PK-F-10081_PK-F-10081_chromosome__whole_genome_shotgun_sequence	10286	5452	0.53	84.826	CP002212.1_249047_259688	4824	0.469	87.732	10	52
NZ_JBVVYP010000013.1|PICI|R2|core|batch=006|record=NZ_JBVVYP010000013.1_Escherichia_coli_strain_PK-F-10081_PK-F-10081_chromosome__whole_genome_shotgun_sequence|start=3502341|end=3505535|strand=mixed	NZ_JBVVYP010000013.1	PICI	R2	006	NZ_JBVVYP010000013.1_Escherichia_coli_strain_PK-F-10081_PK-F-10081_chromosome__whole_genome_shotgun_sequence	3195	3195	1.0	99.476	CP057584.1_1088918_1103260	3195	1.0	99.969	2	2
NZ_KV819254.1|PICI|R1|core|batch=006|record=NZ_KV819254.1_Staphylococcus_aureus_strain_HMSC067F10_Scaffold471__whole_genome_shotgun_sequence|start=270664|end=276221|strand=mixed	NZ_KV819254.1	PICI	R1	006	NZ_KV819254.1_Staphylococcus_aureus_strain_HMSC067F10_Scaffold471__whole_genome_shotgun_sequence	5558	2604	0.4685	89.026	CP000255.1_881837_895809	1637	0.2945	97.563	2	7
NZ_KV819254.1|PICI|R2|core|batch=006|record=NZ_KV819254.1_Staphylococcus_aureus_strain_HMSC067F10_Scaffold471__whole_genome_shotgun_sequence|start=260406|end=272478|strand=mixed	NZ_KV819254.1	PICI	R2	006	NZ_KV819254.1_Staphylococcus_aureus_strain_HMSC067F10_Scaffold471__whole_genome_shotgun_sequence	12073	4276	0.3542	92.031	CP000255.1_881837_895809	2627	0.2176	96.764	2	4
NZ_KV838936.1|PICI|R1|core|batch=006|record=NZ_KV838936.1_Staphylococcus_aureus_strain_HMSC35D08_Scaffold58__whole_genome_shotgun_sequence|start=219808|end=228234|strand=mixed	NZ_KV838936.1	PICI	R1	006	NZ_KV838936.1_Staphylococcus_aureus_strain_HMSC35D08_Scaffold58__whole_genome_shotgun_sequence	8427	538	0.0638	75.138	SDLZ01000003.1_23159_39035	538	0.0638	75.138	1	2
NZ_KV839167.1|PICI|R1|core|batch=006|record=NZ_KV839167.1_Staphylococcus_aureus_strain_HMSC36C03_Scaffold103__whole_genome_shotgun_sequence|start=60701|end=69117|strand=mixed	NZ_KV839167.1	PICI	R1	006	NZ_KV839167.1_Staphylococcus_aureus_strain_HMSC36C03_Scaffold103__whole_genome_shotgun_sequence	8417	532	0.0632	73.118	SDLZ01000003.1_23159_39035	532	0.0632	73.118	1	1
NZ_KV841349.1|PICI|R1|core|batch=006|record=NZ_KV841349.1_Staphylococcus_aureus_strain_HMSC74G05_Scaffold55__whole_genome_shotgun_sequence|start=42588|end=51014|strand=mixed	NZ_KV841349.1	PICI	R1	006	NZ_KV841349.1_Staphylococcus_aureus_strain_HMSC74G05_Scaffold55__whole_genome_shotgun_sequence	8427	538	0.0638	75.138	SDLZ01000003.1_23159_39035	538	0.0638	75.138	1	2
NZ_OGTW02000024.1|PICI|R1|core|batch=009|record=NZ_OGTW02000024.1_Lactococcus_lactis_isolate_Lactococcus_lactis__whole_genome_shotgun_sequence|start=296|end=8715|strand=mixed	NZ_OGTW02000024.1	PICI	R1	009	NZ_OGTW02000024.1_Lactococcus_lactis_isolate_Lactococcus_lactis__whole_genome_shotgun_sequence	8420	7035	0.8355	94.259	AM406671.1_32370_51783	5856	0.6955	96.663	8	45
NZ_OGTW02000044.1|PICI|R1|core|batch=009|record=NZ_OGTW02000044.1_Lactococcus_lactis_isolate_Lactococcus_lactis__whole_genome_shotgun_sequence|start=20142|end=35068|strand=mixed	NZ_OGTW02000044.1	PICI	R1	009	NZ_OGTW02000044.1_Lactococcus_lactis_isolate_Lactococcus_lactis__whole_genome_shotgun_sequence	14927	14383	0.9636	94.964	AE005176.1_502595_517773	14026	0.9396	98.64	8	30
AP043817.1|EPIP|R1|core|batch=001|record=AP043817.1_Mycolicibacterium_crocinum_JCM_16369_DNA__complete_genome|start=1472591|end=1482628|strand=-1	AP043817.1	EPIP	R1	001	AP043817.1_Mycolicibacterium_crocinum_JCM_16369_DNA__complete_genome	10038	4830	0.4812	80.232	Alyssa1	3756	0.3742	82.811	10	69
machiense_contig_7|EPIP|R1|core|batch=009|record=machiense_contig_7|start=639140|end=650122|strand=mixed	machiense_contig_7	EPIP	R1	009	machiense_contig_7	10983	10983	1.0	96.844	Herbertwm_11104_bp	10983	1.0	100.0	10	59
PV944735.1|MFMR|R1|core|batch=009|record=PV944735.1_MAG__Caudoviricetes_sp._isolate_pajarito_V4_3767_genomic_sequence|start=594|end=12749|strand=1	PV944735.1	MFMR	R1	009	PV944735.1_MAG__Caudoviricetes_sp._isolate_pajarito_V4_3767_genomic_sequence	12156	328	0.027	79.228	OQ357865.1	328	0.027	79.228	1	3
NZ_AP044770.1|P4|R1|core|batch=003|record=NZ_AP044770.1_Escherichia_coli_strain_TK3888_chromosome__complete_genome|start=50249|end=58292|strand=mixed	NZ_AP044770.1	P4	R1	003	NZ_AP044770.1_Escherichia_coli_strain_TK3888_chromosome__complete_genome	8044	4640	0.5768	98.772	NC_001609.1	4640	0.5768	98.772	1	1
NZ_CM128588.1|P4|R1|core|batch=003|record=NZ_CM128588.1_Escherichia_coli_strain_300033_chromosome__whole_genome_shotgun_sequence|start=2363631|end=2369785|strand=mixed	NZ_CM128588.1	P4	R1	003	NZ_CM128588.1_Escherichia_coli_strain_300033_chromosome__whole_genome_shotgun_sequence	6155	98	0.0159	77.778	NC_001609.1	98	0.0159	77.778	1	1
NZ_CM128594.1|P4|R1|core|batch=003|record=NZ_CM128594.1_Escherichia_coli_strain_100248_chromosome__whole_genome_shotgun_sequence|start=4304400|end=4317406|strand=mixed	NZ_CM128594.1	P4	R1	003	NZ_CM128594.1_Escherichia_coli_strain_100248_chromosome__whole_genome_shotgun_sequence	13007	8756	0.6732	95.091	NC_001609.1	8756	0.6732	95.091	1	4
NZ_CM128595.1|P4|R1|core|batch=003|record=NZ_CM128595.1_Escherichia_coli_strain_100181_chromosome__whole_genome_shotgun_sequence|start=2014547|end=2022790|strand=mixed	NZ_CM128595.1	P4	R1	003	NZ_CM128595.1_Escherichia_coli_strain_100181_chromosome__whole_genome_shotgun_sequence	8244	4640	0.5628	97.288	NC_001609.1	4640	0.5628	97.288	1	1
NZ_CM128596.1|P4|R1|core|batch=003|record=NZ_CM128596.1_Escherichia_coli_strain_100117_chromosome__whole_genome_shotgun_sequence|start=4305915|end=4318921|strand=mixed	NZ_CM128596.1	P4	R1	003	NZ_CM128596.1_Escherichia_coli_strain_100117_chromosome__whole_genome_shotgun_sequence	13007	8756	0.6732	95.091	NC_001609.1	8756	0.6732	95.091	1	4
NZ_CM135133.1|P4|R1|core|batch=003|record=NZ_CM135133.1_Escherichia_coli_strain_K99B_chromosome__whole_genome_shotgun_sequence|start=3562986|end=3570841|strand=mixed	NZ_CM135133.1	P4	R1	003	NZ_CM135133.1_Escherichia_coli_strain_K99B_chromosome__whole_genome_shotgun_sequence	7856	4632	0.5896	96.835	NC_001609.1	4632	0.5896	96.835	1	1
NZ_CM148319.1|P4|R1|core|batch=003|record=NZ_CM148319.1_Escherichia_coli_strain_28A18CPO003A_chromosome__whole_genome_shotgun_sequence|start=3737528|end=3745848|strand=mixed	NZ_CM148319.1	P4	R1	003	NZ_CM148319.1_Escherichia_coli_strain_28A18CPO003A_chromosome__whole_genome_shotgun_sequence	8321	4640	0.5576	97.244	NC_001609.1	4640	0.5576	97.244	1	1
NZ_CP027352.1|P4|R1|core|batch=004|record=NZ_CP027352.1_Escherichia_coli_strain_2012C-4606_chromosome__complete_genome|start=3730247|end=3741231|strand=mixed	NZ_CP027352.1	P4	R1	004	NZ_CP027352.1_Escherichia_coli_strain_2012C-4606_chromosome__complete_genome	10985	4652	0.4235	98.067	NC_001609.1	4652	0.4235	98.067	1	2
NZ_CP027390.1|P4|R1|core|batch=004|record=NZ_CP027390.1_Escherichia_coli_strain_2015C-4944_chromosome__complete_genome|start=3905859|end=3916843|strand=mixed	NZ_CP027390.1	P4	R1	004	NZ_CP027390.1_Escherichia_coli_strain_2015C-4944_chromosome__complete_genome	10985	4652	0.4235	98.067	NC_001609.1	4652	0.4235	98.067	1	2
NZ_CP029242.1|P4|R1|core|batch=004|record=NZ_CP029242.1_Escherichia_coli_strain_ECCRA-119_chromosome__complete_genome|start=3751025|end=3759345|strand=mixed	NZ_CP029242.1	P4	R1	004	NZ_CP029242.1_Escherichia_coli_strain_ECCRA-119_chromosome__complete_genome	8321	4640	0.5576	97.244	NC_001609.1	4640	0.5576	97.244	1	1
NZ_CP101292.1|P4|R1|core|batch=004|record=NZ_CP101292.1_Escherichia_coli_strain_2003-3014_chromosome__complete_genome|start=50524|end=61508|strand=mixed	NZ_CP101292.1	P4	R1	004	NZ_CP101292.1_Escherichia_coli_strain_2003-3014_chromosome__complete_genome	10985	4652	0.4235	98.045	NC_001609.1	4652	0.4235	98.045	1	2
NZ_CP101513.1|P4|R1|core|batch=004|record=NZ_CP101513.1_Escherichia_coli_strain_HH194M_chromosome__complete_genome|start=50256|end=58557|strand=mixed	NZ_CP101513.1	P4	R1	004	NZ_CP101513.1_Escherichia_coli_strain_HH194M_chromosome__complete_genome	8302	4057	0.4887	97.364	NC_001609.1	4057	0.4887	97.364	1	2
NZ_CP125889.1|P4|R1|core|batch=004|record=NZ_CP125889.1_Escherichia_coli_strain_EPSSH018_chromosome__complete_genome|start=1753362|end=1766523|strand=mixed	NZ_CP125889.1	P4	R1	004	NZ_CP125889.1_Escherichia_coli_strain_EPSSH018_chromosome__complete_genome	13162	7337	0.5574	97.547	NC_001609.1	7337	0.5574	97.547	1	3
NZ_CP132061.1|P4|R1|core|batch=004|record=NZ_CP132061.1_Escherichia_coli_strain_QML220614_chromosome__complete_genome|start=3983210|end=3995447|strand=mixed	NZ_CP132061.1	P4	R1	004	NZ_CP132061.1_Escherichia_coli_strain_QML220614_chromosome__complete_genome	12238	8732	0.7135	96.317	NC_001609.1	8732	0.7135	96.317	1	4
NZ_CP134353.1|P4|R1|core|batch=004|record=NZ_CP134353.1_Escherichia_coli_strain_TUM17668_chromosome__complete_genome|start=4061304|end=4072336|strand=mixed	NZ_CP134353.1	P4	R1	004	NZ_CP134353.1_Escherichia_coli_strain_TUM17668_chromosome__complete_genome	11033	11033	1.0	98.05	NC_001609.1	11033	1.0	98.05	1	5
NZ_CP134376.1|P4|R1|core|batch=004|record=NZ_CP134376.1_Escherichia_coli_strain_TUM12355_chromosome__complete_genome|start=50429|end=56951|strand=mixed	NZ_CP134376.1	P4	R1	004	NZ_CP134376.1_Escherichia_coli_strain_TUM12355_chromosome__complete_genome	6523	3139	0.4812	98.503	NC_001609.1	3139	0.4812	98.503	1	3
